Title,Description,Ingredients,Directions,Link
Everything Bagel Roast Chicken,"Everything bagel seasoning is an all-purpose, flavor-packed mixture that adds plenty of flavor to roast chicken.","['4 whole leg quarters, with skin', '1/4 cup olive oil, divided', ""Everything Bagel Seasoning (such as Trader Joe's®) as needed"", '6 garlic cloves, peeled and loosely crushed, or more to taste', '1/2 can or bottle lager beer', '2 tablespoons Maggi®\xa0seasoning sauce', '1/2 stick high-quality salted butter']","['Everything bagel seasoning makes it easy to cook a flavorful, quick roast chicken. You can use any cut of chicken for this recipe but on a busy weeknight, my family always uses leg quarters because they are usually the cheapest at the grocery store and pack a ton of flavor.\xa0A lot of that flavor comes from extra fat on the skin, so only trim excess as needed.', 'Preheat the oven to 400 degrees F (200 degrees C).', 'Start by trimming any excess fat from the leg quarters. Pat leg quarters dry and brush all over with about half of the olive oil.\xa0Sprinkle both sides generously with Everything Bagel Seasoning', 'Heat remaining 2 tablespoons olive oil in an oven-safe skillet over medium heat and brown chicken skin-side down until golden brown, 4 to 6 minutes. Flip chicken over and brown the other side for 2 minutes more.', 'Turn off the heat and carefully pour beer around the chicken legs on the sides of the skillet, being careful not to pour any over the crispy skin directly. Add loosely crushed garlic cloves and drizzle seasoning sauce into the pan. Place knobs of butter onto the chicken and transfer skillet to the oven.', 'Roast in the preheated oven until chicken is deeply browned, 40 to 45 minutes.', 'Serve with pan juices drizzled over chicken.']",https://www.allrecipes.com/everything-bagel-roast-chicken-recipe-8660307
Country Peach Dumplings,"For these country peach dumplings, we used fresh peaches to make them every bit as delicious as our country apple dumplings. Crescent roll dough, fresh peaches, and citrus soda are the key ingredients in this wonderful treat.","['2 large fresh peaches, halved and pitted', '2 (10 ounce) cans refrigerated crescent roll dough', '1 cup butter', '1 1/2 cups white sugar', '1 teaspoon ground cinnamon', '1 (12 fluid ounce) can or bottle citrus soda (such as Mountain Dew®)']","['Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.', 'Cut each peach half into 4 equal wedges; set aside.', 'Separate crescent roll dough into triangles. Roll each peach wedge in crescent roll dough starting at the smallest end. Pinch to seal and place in the prepared baking dish.', 'Melt butter in a small saucepan over low heat. Stir sugar and cinnamon into melted butter until combined. Pour over dumplings, followed by soda.', 'Bake in the preheated oven until golden brown, 35 to 45 minutes.']",https://www.allrecipes.com/country-peach-dumplings-recipe-8674716
Chocolate Chipless Cookies,It has the chocolate on the side.,"['3/4 cup unsalted butter, at room temperature', '1 cup brown sugar, packed', '1/4 cup granulated sugar', '1 large  egg', '1 large egg yolk', '1 tablespoon vanilla extract', '1 3/4 cups all purpose flour', '1 teaspoon baking soda', '1 teaspoon salt', '1/3 cup coconut oil', '1 cup semi-sweet chocolate chips', '1 tablespoon flaky sea salt for garnish']","[""I'll say it: chocolate chip cookies are way better without the chocolate chip cookies. Don't get me wrong, I love an ooey, gooey chocolate chip cookie (especially one straight out of the oven), but have always found myself having an affinity for the bits without the chocolate chips. That's how this chocolate chipless recipe was born. It has all of the warm brown sugar flavors of a chocolate chip cookie, but without all of the chips. And because I still love chocolate, this cookie is dipped in a genius two-ingredient chocolate hard shell to still give it that classic chocolate taste (but it is, of course, optional)."", 'Add butter to a small saucepan set over medium heat and cook,stirring constantly, until butter begins to lightly foam and turns from light yellow to golden brown, about 5 minutes. When the butter begins to brown, turn off heat and set aside to cool.', 'Combine room temperature browned butter, brown sugar, and granulated sugar in a bowl and beat with an electric mixer until well combined. Add egg, egg yolk, and vanilla extract and mix until thoroughly combined.', 'In a separate bowl, combine flour, salt, and baking soda. Gradually add flour mixture to the butter mixture, 1 tablespoon at a time, until well combined. Refrigerate for at least 1 hour, or overnight, until chilled.', 'Preheat the oven to 350 degrees F (175 degrees C) and line a sheet with parchment paper.', 'Measure out 1-inch portions of the batter with a spoon or use an ice cream scoop to cut out balls. Place dough balls them on the prepared baking sheet roughly 2 inches apart.', 'Bake in the preheated oven until the edges are begin to turn just golden brown, 11 to 12 minutes. Set aside to cool.', 'While the cookies cool, prepare the chocolate shell. Add coconut oil to a small bowl and melt in the microwave for 30 seconds. Add chocolate chips and stir until chocolate has thoroughly melted. Set aside.', 'Once cookies are cooled completely, dip each cookie into the melted chocolate to coat half of the cookie. Set on a clean baking sheet or wax paper to harden (it will happen almost instantly). Garnish with flaky sea salt and enjoy!']",https://www.allrecipes.com/chocolate-chipless-cookies-recipe-8677931
Coffee-Rubbed Steak,"This coffee-rubbed steak uses coffee grounds in a rub to create a deep, dark crust when seared, which enhances a steak's natural umami.","['1/4 cup finely ground coffee', '2 tablespoons dark brown sugar', '1 1/2 teaspoons chili powder', '2 teaspoons garlic powder', '2 teaspoons Hungarian sweet and spicy paprika', '1 1/2 teaspoons salt', '1/4 teaspoon cayenne pepper', '4 filet mignon steaks']","['Combine coffee, brown sugar, chili powder, garlic powder, paprika, salt, and cayenne pepper in a small bowl. Set aside. Let steak come to room temperature.', 'Preheat an outdoor grill to medium-high. Pat steak dry with paper towels and season both sides generously with coffee rub.', 'Place steaks on the preheated grill. Close the lid and cook for 4 to 5 minutes. Flip steaks and cook until an instant read thermometer inserted near the center reads 130 to 135 degrees F (54 to 57 degrees C), 4 to 5 minutes more, for medium-rare.', 'Remove steak from the grill, tent with foil, and let it rest for a few minutes to allow juices to redistribute.']",https://www.allrecipes.com/coffee-rubbed-steak-recipe-8675624
Bang Bang Chicken Kebabs,"For these bang bang chicken kebabs, combine mayonnaise and sweet Thai chili sauce with a little Sriracha to make a tangy, spicy-sweet basting and dipping sauce. Serve these grilled chicken and vegetable skewers with steamed rice or cauliflower rice.","['1 1/2 pounds skinless, boneless chicken breast, cut into 1 1/2-inch pieces', '3/4 cup buttermilk', '1/4 cup plus 2 tablespoons Sriracha, divided', '1 red bell pepper, cut into 2-inch pieces', '1 green bell pepper, cut into 2-inch pieces', '1 onion, cut into 2-inch wedges', '8 mushrooms, stems removed', '1/3 cup sweet Thai chili sauce', '2 tablespoons soy sauce', '1/2 cup mayonnaise', '1/2 teaspoon onion powder', '1/2 teaspoon garlic powder', '2 tablespoons vegetable oil, for oiling grill grates', '2 green onions, thinly sliced', '1 lime, cut into wedges (optional)']","['Combine chicken breast pieces, buttermilk, and 2 tablespoons sriracha in a bowl. Stir to combine, and let stand at room temperature while the grill heats.', 'Preheat an outdoor grill for medium heat.', 'Thread chicken pieces, bell pepper wedges, onion wedges, and mushrooms onto metal skewers, alternating and evenly dividing the chicken and vegetables.', 'For bang bang sauce, stir remaining sriracha, sweet Thai chili sauce, soy sauce, mayonnaise, onion powder, garlic powder, and salt together in a small bowl. Reserve 1/2 of the sauce for serving.', 'When the grill is hot, pour cooking oil on a folded paper towel, and use tongs to oil the hot grill grates.', 'Place skewers on the oiled grates, brush skewers with sauce, close the grill lid and grill 2 to 3 minutes. Turn skewers a quarter turn, brush with sauce, close the lid and grill 2 to 3 minutes. Repeat until all sides are lightly charred, chicken is no longer pink at the center, and juices run clear, 4 to 8 minutes more. An instant-read thermometer inserted near the center should read 165 degrees F (74 degrees C).', 'Remove skewers from the grill to a serving platter, tent with foil, and allow to rest for 5 to 10 minutes.', 'Garnish with thinly sliced green onion and lime wedges. Serve with reserved sauce.']",https://www.allrecipes.com/bang-bang-chicken-kebabs-recipe-8675796
Shrimp and Bacon Pasta Salad,"This shrimp and bacon pasta salad is a simple, yet delicious pasta salad and a great addition to any cookout, or serve it as a complete meal for busy families. It's light and easy to make. For those who love cheese, add your favorite cheese.","['1 pound your favorite pasta', '6 slices bacon', '1 pound peeled, cooked shrimp', '1 red bell pepper, cut into bite-sized pieces', '1 yellow bell pepper, cut into bite-sized pieces', '1 cucumber, cut into bite-sized pieces', '3 green onions, white and green parts, sliced', '1 cup mayonnaise', '2 tablespoons olive oil', '1 cup halved cherry tomatoes', '1 fresh peach, cut into bite-sized pieces', 'Cajun seasoning to taste']","['Fill a large pot with lightly salted water and bring to a rolling boil. Stir in pasta and return to a boil. Cook, uncovered, stirring occasionally, until tender yet firm to the bite, about 10 minutes, or according to package directions. Drain, rinse with cold water, and let cool to room temperature, about 20 minutes.', 'Meanwhile, place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain bacon slices on paper towels. Crumble when cool enough to handle.', 'Combine pasta, shrimp, bacon, red bell pepper, yellow bell pepper, cucumber, green onions, mayonnaise, olive oil, cherry tomatoes, and peach in a large bowl and mix well. Taste and season with Cajun seasoning.', 'Refrigerate until ready to serve.']",https://www.allrecipes.com/shrimp-and-bacon-pasta-salad-recipe-8676347
Sheet Pan Halibut with Orange and Fennel,This sheet pan halibut with orange and fennel is as simple as it sounds. Tender halibut filets are nestled into roasted fennel and roasted with orange slices on top. It is yet another brilliant use for a sheet pan.,"['1 pound fennel, trimmed and cut into 1/2-inch\xa0wedges', '3 teaspoons olive oil, divided', '1 tablespoon minced fresh garlic', '2 teaspoons Italian seasoning, divided', '1/4 teaspoon salt, divided', '1/4 teaspoon freshly ground black pepper, divided', '6 (4 ounce) halibut filets, 1-inch thick', '1 orange, thinly sliced', 'fresh parsley, for garnish']","['Preheat oven to 425 degrees F (220 degrees C). Line a 10x15-inch baking pan with foil.', 'Spread fennel in an even layer on the prepared pan. Drizzle with 2 teaspoons oil. Sprinkle with garlic, 1 teaspoon Italian seasoning, and 1/8 teaspoon each salt and pepper. Roast fennel until starting to soften, about 10 minutes.', 'Add halibut to pan and drizzle with remaining 1 teaspoon oil. Season with remaining 1 teaspoon Italian seasoning and 1/8 teaspoon each salt and pepper. Top with orange slices. Roast until fennel is tender and fish flakes easily with a fork, 8 to 12 minutes. Garnish with parsley.']",https://www.allrecipes.com/sheet-pan-halibut-with-orange-and-fennel-recipe-8597976
Wild Raspberry Mousse,"This wild raspberry mousse is light as air, slightly sweet, and very berry-forward. If black raspberries are difficult to find, red raspberries or blackberries make an excellent substitute.","['3 cups fresh black raspberries', '1/2 cup pure maple syrup, or to taste', '1 tablespoon freshly squeezed lemon juice', '1/2 teaspoon fresh lemon zest', '1 pinch salt', '1 1/4 teaspoons powdered unflavored gelatin', '3 tablespoons cold water', '1/2 cup plain whole milk Greek yogurt', '1 1/2 cups heavy cream', '1/2 teaspoon vanilla extract']","['Place raspberries, maple syrup, lemon juice, lemon zest, and salt in a saucepan over medium-low heat. Cook, stirring often, until berries begin to burst and release their juices; about 10 minutes.', 'Place a fine mesh sieve over a medium bowl. Pour berry mixture into the sieve. Using the back of a wooden spoon or spatula, press firmly on the mixture to release as much of the juice as possible. Discard seeds.', 'Place gelatin and cold water into a small bowl and allow gelatin to bloom for 5 minutes. Add gelatin to the saucepan the berries were in, and heat over low heat, stirring often, until gelatin is dissolved, 1 to 2 minutes. Pour strained berry juice back into the pan with gelatin, and cook for an additional 2 to 3 minutes or until just beginning to simmer. Remove from heat, and stir in yogurt until completely smooth and combined. Let mixture cool to room temperature.', 'Beat cream and vanilla together In a large bowl until cream holds stiff peaks. Stir 1/4 of whipped cream into cooled berry mixture, then fold berry mixture into remaining whipped cream until smooth and combined.', 'Pour mousse into serving containers. Cover lightly with plastic wrap; refrigerate until chilled, at least 4 hours to overnight.']",https://www.allrecipes.com/wild-raspberry-mousse-recipe-8675658
Gochujang BBQ Sauce,"I make this gochujang BBQ sauce and use it on just about anything we grill. Sweet, sticky and spicy, it’s especially good on ribs, but also on chicken, fish, or even burgers.","['1 tablespoon vegetable oil', '3 cloves garlic, crushed', '1 (1 inch) piece fresh ginger, grated', '1/3 cup gochujang sauce', '1/4 cup pineapple juice', '1/4 cup brown sugar', '1 tablespoon sesame oil', '1 tablespoon soy sauce', '2 tablespoons rice wine vinegar', '1 tablespoon Worcestershire sauce']","['Heat oil in a skillet over medium heat. Add garlic and ginger and cook until fragrant, about 1 minute. Add gochujang sauce, pineapple juice, sugar, sesame oil, soy sauce, rice wine vinegar, and Worcestershire. Simmer for 10 minutes. Remove from heat.']",https://www.allrecipes.com/gochujang-bbq-sauce-recipe-8675665
Peach Burrata Caprese,"For this peach burrata caprese, grilling enhances the natural sweetness of the peaches. It's not something you have to do; however, the extra sweetness combined with creamy burrata, drizzled in olive oil and balsamic glaze makes for a delightful summer salad.","['3 large fresh peaches, halved and pitted', '2 (4 ounce) balls burrata cheese', 'fresh basil leaves', '1 tablespoon olive oil', '1 tablespoon balsamic glaze, or more to taste', 'cracked black pepper to taste']","['Heat a grill pan on the stove over medium-high heat. Place peaches on the hot griddle just long enough for peaches to get grill marks and begin to caramelize on the surface, about 3 minutes..', 'In a bowl or serving platter, place 2 balls of burrata cheese in the center and cut or tear open so cheese can ooze out naturally.', 'Assemble peaches and the basil around burrata. Drizzle with olive oil and balsamic glaze; grind a small amount of black pepper on top.']",https://www.allrecipes.com/peach-burrata-caprese-recipe-8674847
Tuscan Salmon,"This Tuscan salmon takes you on a trip to central Italy, with this Tuscan-inspired main dish. Lots of flavors you love make a bed for some lovely pan-roasted salmon. Everything can be done in one skillet, and if you'd like a side of pasta, clean up will still be a breeze. We like this with risotto, a salad, and a good crusty bread, too!","['4 (5 ounce) salmon filets', 'salt and freshly ground black pepper to taste', '1 tablespoon olive oil', '1 tablespoon unsalted butter', '2 or 3 short rosemary sprigs, plus more for garnish', '1/3 cup chopped prosciutto', '1 green onion, finely chopped', '1 to 2 garlic cloves, minced', '1 pinch red pepper flakes, or to taste', '1/2 lemon, zested', '1/2 cup dry white wine', '1 cup cherry tomato halves', '1 (10 ounce) package fresh spinach, torn', '1/2 cup heavy cream', '1 tablespoon olive oil for drizzling, or as needed', 'lemon slices', 'lightly toasted pine nuts (optional)']","['Pat salmon filets dry with paper towels and season both sides with salt and pepper.', 'Melt butter in a large skillet over medium heat; add olive oil. When butter stops sizzling, swirl the skillet to combine. Add 2 or 3 rosemary sprigs to the skillet, to flavor the oil.', 'Add salmon and cook until salmon is lightly browned and flakes when a fork is gently inserted, about 3 minutes per side. (If salmon filets are thinner than 1 1/2 inches, this may take less time.) An instant read thermometer, inserted near the center, should read 145 degrees F (63 degrees C). Remove from the skillet, and keep warm.', 'To the same skillet with rosemary, add chopped prosciutto, green onion, garlic, red pepper flakes, and lemon zest, and cook for 1 minute or until fragrant.', 'Add white wine and cook until the liquid evaporates. Add tomatoes and cook, stirring, 2 to 3 minutes. Add spinach and toss in the skillet until bright green and barely wilted, 2 to 3 minutes.', 'Stir in cream, and season with salt and pepper. Cook until sauce bubbles, about 2 minutes, and remove cooked rosemary sprigs.', 'Serve salmon on a bed of vegetables and sauce, and drizzle with a little olive oil. Garnish with lemon slices, fresh rosemary sprigs, and toasted pine nuts, if desired.']",https://www.allrecipes.com/tuscan-salmon-recipe-8673342
Bang Bang Chicken Skewers,"These bang bang chicken skewers are a little bit spicy and a little bit sweet, basted in an easy Thai chili and sriracha sauce, then grilled. I like to serve them over rice but they are also good on their own as appetizers. They are easily cooked in an air fryer if Mother Nature decides grilling isn't an option.","['1/2 cup mayonnaise', '1/4 cup Thai sweet chili sauce', '1 teaspoon Sriracha', '1 1/2 pounds skinless, boneless chicken breast, cubed', '1 1/2 teaspoons olive oil', '1/2 teaspoon garlic powder', '1/2 teaspoon paprika', '1/2 teaspoon salt', '1/4 teaspoon freshly ground black pepper']","['For bang bang sauce, whisk mayonnaise, sweet chili sauce, and Sriracha in a bowl until evenly combined. Set aside.', 'In a separate bowl add cubed chicken, oil, garlic powder, paprika, salt, and pepper. Stir until evenly coated.', 'Preheat an outdoor grill for medium-high heat. Lightly oil the grate.', 'Thread chicken onto skewers; baste on all sides with bang bang sauce. Place skewers directly on the grate. Grill for 4 minutes. Turn skewers over, baste, and grill 4 minutes more.', 'Turn skewers over one last time, baste with remaining sauce, and grill until chicken is no longer pink at the center and juices run clear, about 2 minutes. An instant read thermometer inserted near the center should read 165 degrees F (74 degrees C). Remove from the grill and serve immediately.']",https://www.allrecipes.com/bang-bang-chicken-skewers-recipe-8675636
Cinnamon Roll Pull-Apart Toast,"""This is what cinnamon dreams are made of.""","['cooking spray', '1/2 cup packed dark brown sugar', '2 tablespoons ground cinnamon', '1/4 teaspoon kosher salt', '2 (11 ounce) cans original French bread dough (such as Pillsbury)', '1/4 cup unsalted butter, melted and cooled slightly', '3 ounce cream cheese, softened', '3/4 cup sifted powdered sugar', '3 to 4 tablespoons whole milk or half-and-half', '3/4 teaspoon vanilla extract', '1/4 teaspoon kosher salt']","['Picture layers of fluffy French bread coated in a decadent cinnamon-sugar blend and topped with a luscious cream cheese glaze. It’s part cinnamon roll, part French toast, and 100% delicious. Whether you make it for breakfast, brunch, or an afternoon snack, this is the easiest baked masterpiece to ever come out of your oven.', '“It’s SO fun-looking,” said recipe taster Elizabeth Mervosh. “And I could honestly eat the whole thing.”', 'Gather all ingredients. Preheat oven to 350 degrees F (175 degrees C). Grease an 8.5- x 4.5-inch loaf pan with cooking spray and line with parchment paper, allowing 2 inches to hang over the long sides. Set aside.', 'Prepare the bread: Stir together brown sugar, cinnamon, and salt in a small bowl until fully combined. Set aside. Place a sheet of parchment paper on a work surface. Unfurl 1 of the cans of dough and gently stretch and/or roll into a 10- x 12-inch rectangle. Brush 2 tablespoons of the butter evenly over the entire dough. Sprinkle half (about heaping 1/3 cup) of the cinnamon-sugar mixture to the edges of the dough to cover completely; lightly press and smooth out to adhere (there will be some that falls off).', 'Cut dough sheet into 12 even rectangles (about 3- x 3 1/2 inches).', 'Stack dough rectangles on top of each other. Carefully transfer stack to prepared pan with rectangles standing upright (like dominoes). Repeat with remaining can of dough, butter, and cinnamon-sugar mixture.', 'Transfer loaf pan to the preheated oven and bake until puffed and golden,\xa040 to 45 minutes, tenting with foil after 30 minutes. Remove from oven and let cool in the pan for 5 minutes. Use parchment as handles to carefully lift loaf out of pan and onto a wire rack to cool to room temperature, about 30 minutes.', 'While loaf cools, prepare the Glaze: Beat cream cheese in a medium bowl with an electric hand mixer until whipped. Add powdered sugar, 3 tablespoons of the milk, vanilla, and salt; beat until smooth and creamy, adding more milk, 1 1/2 teaspoons at a time, until desired consistency is reached.', 'Drizzle desired amount of the glaze over warm or room temperature bread.', 'Serve with remaining glaze on the side.']",https://www.allrecipes.com/cinnamon-roll-pull-apart-toast-recipe-8666857
Copycat Chipotle Rice,"This copycat Chipotle rice, with lemon, lime, and cilantro, is easy to make at home, and tastes just like the restaurant version.","['1 tablespoon olive oil', '1 1/2 cups white rice', '1 teaspoon kosher salt', '3 cups water', '1 bay leaf', '1 tablespoon fresh lime juice', '1 1/2 teaspoons fresh lemon juice', '2 tablespoons finely chopped cilantro']","['Heat oil in a medium saucepan over medium high heat. Add rice and salt and cook, stirring constantly, about 1 minute.', 'Add water and bay leaf and stir once. Bring to a boil, cover, and reduce heat to a low simmer.\xa0 Continue cooking until liquid is absorbed and rice is tender, about 15 minutes.\xa0 Remove from heat and fluff with a fork. Add lemon juice, lime juice and cilantro and stir with a fork until combined.']",https://www.allrecipes.com/copycat-chipotle-rice-recipe-8676686
Copycat Chipotle Chicken,"This copycat Chipotle chicken begins with a flavorful chipotle marinade, then is seared in a skillet and finished in the oven.","['2 pounds skinless, boneless chicken thighs', '3 cloves garlic, minced', '2 chipotle peppers plus 2 tablespoons adobo sauce (from 1 can chipotles in adobo)', '3 tablespoons olive oil, plus more for cooking', '1 teaspoon ground cumin', '2 tablespoons white vinegar', '1 1/2 teaspoons kosher salt', '1/2 teaspoon freshly ground black pepper', '1 tablespoon honey']","['Combine chicken, garlic, chipotle peppers, adobo sauce, 3 tablespoons olive oil, cumin, white vinegar, salt, pepper, and honey in a large resealable bag. Seal bag and toss to coat thoroughly.\xa0 Refrigerate at least 4 hours and up to overnight.', 'Preheat the oven to 350 degrees F (175 degrees C).', 'Heat a large cast iron skillet over medium-high heat. Add a little oil if necessary. Add chicken in one layer to skillet and cook, undisturbed, until chicken is deep golden brown and releases easily from the skillet, 5 to 7 minutes.', 'Flip chicken and transfer to the preheated oven until chicken is no longer pink at the center and juices run clear, about 20 minutes. An instant-read thermometer inserted near the center should read 165 degrees F (74 degrees C). Let chicken rest 10 minutes before cutting.']",https://www.allrecipes.com/copycat-chipotle-chicken-recipe-8676662
Smoked Whole Snapper,"Who isn’t impressed with a smoked whole fish? This snapper is easy, too. Pull together a few ingredients and let the smoker do the rest of the work. Garnish with lime wedges to serve.","['2 (1 pound) whole snapper, cleaned and scaled', '3 limes, sliced', '1 tablespoon olive oil', ""2 teaspoons Cajun seasoning (such as TDon's Cajun Goods®)"", '2 cloves garlic, chopped', '1/4 cup chopped fresh parsley']","['Heat the smoker to 350 degrees F (175 degrees C).', 'Pat fish dry; cut 3 small slits on each side of fish and stuff with lime slices. In a small bowl combine olive oil, Cajun seasoning, garlic, and parley. Coat fish with mixture.', 'Smoke fish until it flakes easily with a fork, about 25 minutes. An instant read thermometer, inserted near the center should read 145 degrees F (63 degrees C). Garnish with lime wedges to serve.']",https://www.allrecipes.com/smoked-whole-snapper-recipe-8675589
Gochujang Mayonnaise,"This delicious gochujang mayonnaise is a simple recipe, great on just about anything. You can make it spicier by adding more gochujang sauce. I love to slather it on my burgers or use it as a dipping sauce for my fries. The possibilities are endless.","['1/4 cup mayonnaise', '2 tablespoons Gochujang sauce', '1/2 teaspoon lime juice', '1/4 teaspoon sea salt', '1/4 teaspoon black pepper', '1/4 teaspoon garlic powder']","['Stir mayonnaise, gochujang sauce, lime juice, salt, pepper, and garlic powder together in a small bowl until well combined.']",https://www.allrecipes.com/gochujang-mayonnaise-recipe-8675610
Frito Corn Salad,"""It's such a hit!""","['6 ears fresh\xa0corn\xa0with husks', '2 (9.25 ounce) bags scoop-style corn chips, divided (such as Frito Scoops)', '8 ounces shredded sharp Cheddar cheese', '2 small multicolored bell peppers, chopped', '1 medium red onion, finely chopped', '3/4 cup chopped fresh cilantro, plus more for garnish', '3/4 cup mayonnaise', '1/2 cup sour cream', '2 fresh jalapeno chile, seeded and finely chopped', '1 (1 ounce) envelope taco seasoning mix', '2 teaspoons grated lime zest plus 2 tablespoons fresh juice (from 1 lime)', '1 teaspoon kosher salt']","['There’s nothing better than a salad with a little crunch, which is why we love the irresistible texture Fritos corn chips bring to this potluck favorite. This recipe is quick to prepare, full of vibrant colors and flavors, and guaranteed to be your new go-to summer side.', '“Delightful sweet and savory corn salad with every bit of texture from crunchy to creamy—it’s such a hit!” said recipe tester Amanda Stanfield. ""Can’t wait to add leftovers to a chicken wrap!""', 'Gather all ingredients.', 'Place 3 ears of the corn on a microwave-safe plate and microwave on HIGH until just cooked through, about 4 minutes. Repeat with remaining 3 ears of corn. Set corn aside until cool enough to handle, about 5 minutes. Remove and discard husks from corn, cut kernels from cob (about 5 cups), transfer to a large bowl.', 'Lightly crush 1 of the bags of corn chips (about 4 cups). Transfer 3 cups of crushed corn chips to bowl with corn, reserving remaining 1 cup corn chips for garnish.', 'Add Cheddar cheese, bell peppers, onion, cilantro, mayonnaise, sour cream, jalapeno chiles, taco seasoning, lime zest and juice, and salt to bowl with corn, and stir until evenly combined.', 'Garnish with remaining 1 cup corn chips and cilantro. Serve with remaining bag of corn chips.']",https://www.allrecipes.com/frito-corn-salad-recipe-8666912
Cowboy Colada,"""It's totally perfect for summer cocktails on those super hot days.""","['fresh pineapple wedges', 'chili-lime seasoning (such as Tajín)', '2 1/2 cups frozen pineapple chunks', '1/2 cup ice\xa0cubes', '6 tablespoons pure pineapple juice', '4 tablespoons mezcal (preferably Monte Alban)', '1/2 cup canned cream of coconut (such as Coco Lopez)', '1/4 teaspoon seeded and finely chopped fresh habanero chile', 'maraschino cherry for garnish']","['This might look like your average tropical cocktail, but the hints of smoke and spice take it to the wild side. Our Test Kitchen called this blended drink well-balanced and perfect for summer cocktails, especially on those super hot days.\xa0Pair it with this cowboy caviar recipe, and your pool day is complete.', '“This is such a fun spin on a colada-style cocktail,” said recipe cross-tester Amanda Stanfield. “The mezcal adds a nice bit of smokey savoriness that really helps cut through the sweetness of the Coco Lopez and pineapple!”', 'Gather all ingredients.', 'Rub half the rim of 2 chilled rocks glasses with a pineapple wedge. Dip the rim of each glass into a plate filled with chili-lime seasoning and set aside.', 'In order as listed, place frozen pineapple chunks, ice cubes, pineapple juice, mezcal, cream of coconut, and habanero in a blender and process until smooth, about 25 seconds.', 'Pour evenly into prepared glasses and garnish with a pineapple wedge and maraschino cherry.']",https://www.allrecipes.com/cowboy-colada-recipe-8666608
Chocolate-Glazed Hazelnut Mousse Cake,"This wonderfully rich, silky dessert is an ideal choice when you're entertaining a group of friends. Featuring a hazelnut shortbread crust that provides a crisp based for the moist, airy mousse, it is simple to prepare, can be made ahead of time, and does not require any last-minute fussing. Nutella -- beloved by Europeans (and by more Americans than admit to it) -- acts as a stealth ingredient that both echoes and enhances the marriage of the crust and the mousse. So whether you find yourself with or without a Valentine this year, it will be love at first bite. -- Lawrence Karol","['2 tablespoons hazelnuts, toasted and skins rubbed off', '3 tablespoons sugar', '½ cup all-purpose flour', '¼ cup unsalted butter, softened', '2 tablespoons unsweetened Dutch-process cocoa powder', '⅛ teaspoon salt', '1 teaspoon unflavored gelatin', '3 tablespoons cold water', '½ cup chocolate hazelnut spread such as Nutella', '½ cup mascarpone', '1 ½ cups chilled heavy cream', '2 tablespoons unsweetened Dutch-process cocoa powder', '3 tablespoons sugar', '5 tablespoons heavy cream', '3 ½ ounces fine-quality bittersweet chocolate (not unsweetened), chopped']","['For shortbread base: Put oven rack in middle position and preheat oven to 350 degrees F. Invert bottom of springform pan (to make it easier to slide shortbread base off bottom), then lock on side of pan and line bottom with a round of parchment paper.', 'Pulse hazelnuts with sugar in a food processor until nuts are finely chopped. Add flour, butter, cocoa, and salt and pulse just until a dough forms.', 'Press dough evenly onto bottom of springform pan with your fingers. Prick all over with a fork, then bake until just dry to the touch, about 18 to 20 minutes. Transfer base in pan to a rack to cool completely, about 30 minutes. Remove side of pan and carefully slide out parchment from under shortbread, then reattach side of pan around shortbread base.', 'Make mousse while shortbread cools: Sprinkle gelatin over water in a 1- to 1 1/2-quart heavy saucepan and let stand until softened, about 5 minutes. Heat gelatin mixture over low heat, stirring, just until gelatin is melted, about 2 minutes. Whisk in chocolate hazelnut spread until combined and remove from heat.', 'Whisk together mascarpone and chocolate hazelnut mixture in a large bowl. Beat together cream, cocoa powder, and sugar in another large bowl with an electric mixer at low speed until just combined, then increase speed to high and beat until cream just holds soft peaks. Whisk one third of whipped cream into mascarpone mixture to lighten, then fold in remaining whipped cream until well combined. Spoon filling onto shortbread base in pan, gently smoothing top, then chill, covered, at least 3 hours.', 'Make ganache and glaze cake: Bring cream to a simmer in a small heavy saucepan and remove from heat. Add chocolate and let stand 1 minute, then gently whisk until completely melted and smooth. Transfer ganache to a small bowl and cool, stirring occasionally, until slightly thickened but still pourable, about 20 minutes.', 'Run a warm thin knife around inside of springform pan, then remove side. Slide cake off bottom of pan and transfer to a serving plate. Pour ganache onto top of cake and spread, allowing excess ganache to drip down sides.']",https://www.allrecipes.com/recipe/134726/chocolate-glazed-hazelnut-mousse-cake/
